False Positive Rate,True Positive Rate,Thresholds
0.0,0.0,inf
0.0,0.0031446540880503146,0.92275214
0.0,0.015723270440251572,0.737462
0.002688172043010753,0.015723270440251572,0.71448404
0.002688172043010753,0.05345911949685535,0.6655601
0.005376344086021506,0.05345911949685535,0.66089594
0.005376344086021506,0.05660377358490566,0.6589899
0.008064516129032258,0.05660377358490566,0.65492827
0.008064516129032258,0.0660377358490566,0.6487322
0.010752688172043012,0.0660377358490566,0.63894093
0.010752688172043012,0.08176100628930817,0.62966526
0.013440860215053764,0.08176100628930817,0.62586325
0.013440860215053764,0.09433962264150944,0.61720484
0.016129032258064516,0.09433962264150944,0.6146904
0.016129032258064516,0.1069182389937107,0.6066857
0.01881720430107527,0.1069182389937107,0.6025096
0.01881720430107527,0.14150943396226415,0.58593976
0.026881720430107527,0.14150943396226415,0.58240366
0.026881720430107527,0.14465408805031446,0.5813103
0.02956989247311828,0.14465408805031446,0.5811389
0.02956989247311828,0.14779874213836477,0.5805681
0.03225806451612903,0.14779874213836477,0.578216
0.03225806451612903,0.1509433962264151,0.57725495
0.03225806451612903,0.16037735849056603,0.5758053
0.03225806451612903,0.16352201257861634,0.57491666
0.03494623655913978,0.16352201257861634,0.5745327
0.03494623655913978,0.16666666666666666,0.57267946
0.04032258064516129,0.16666666666666666,0.56787634
0.04032258064516129,0.16981132075471697,0.5668825
0.0456989247311828,0.16981132075471697,0.5647183
0.0456989247311828,0.1761006289308176,0.5635372
0.04838709677419355,0.1761006289308176,0.5619751
0.04838709677419355,0.18867924528301888,0.56009257
0.051075268817204304,0.18867924528301888,0.55936456
0.051075268817204304,0.2169811320754717,0.55441225
0.053763440860215055,0.2169811320754717,0.551945
0.053763440860215055,0.22012578616352202,0.5516657
0.05913978494623656,0.22012578616352202,0.5499735
0.05913978494623656,0.22641509433962265,0.5476253
0.06182795698924731,0.22641509433962265,0.54698795
0.06182795698924731,0.2389937106918239,0.5450932
0.06182795698924731,0.24528301886792453,0.5450201
0.06182795698924731,0.24842767295597484,0.5427305
0.06451612903225806,0.24842767295597484,0.5424697
0.06451612903225806,0.2578616352201258,0.53962535
0.06720430107526881,0.2578616352201258,0.5390988
0.06720430107526881,0.27358490566037735,0.53550977
0.06989247311827956,0.27358490566037735,0.534926
0.06989247311827956,0.279874213836478,0.5337906
0.07258064516129033,0.279874213836478,0.53298515
0.07258064516129033,0.2893081761006289,0.53098005
0.07795698924731183,0.2893081761006289,0.5304985
0.07795698924731183,0.31446540880503143,0.5210492
0.08602150537634409,0.31446540880503143,0.51508373
0.08602150537634409,0.3238993710691824,0.51294875
0.08870967741935484,0.3238993710691824,0.5124993
0.08870967741935484,0.3270440251572327,0.51213527
0.0913978494623656,0.3270440251572327,0.51176906
0.0913978494623656,0.330188679245283,0.5116612
0.0967741935483871,0.330188679245283,0.51130867
0.0967741935483871,0.3333333333333333,0.51102847
0.09946236559139784,0.3333333333333333,0.51071674
0.09946236559139784,0.33962264150943394,0.51060426
0.09946236559139784,0.34276729559748426,0.51030886
0.10752688172043011,0.34276729559748426,0.50915706
0.10752688172043011,0.34591194968553457,0.50903535
0.11559139784946236,0.34591194968553457,0.5066528
0.11559139784946236,0.3490566037735849,0.5049303
